type,host_time,imu_time_us,x,y,z,i,j,k,real,accuracy
RV,1782148487.4269576,26884424,,,,-0.052307,-0.054016,-0.90918,0.409607,1.159668
LA,1782148487.4316797,26884424,0.003906,0.027344,0.046875,,,,,
RV,1782148487.4371643,26889424,,,,-0.052246,-0.054077,-0.909546,0.408691,1.159668
LA,1782148487.440126,26889424,0.085938,0.066406,-0.21875,,,,,
RV,1782148487.4458854,26894724,,,,-0.052185,-0.054138,-0.910034,0.407715,1.159668
LA,1782148487.4480152,26894724,0.125,0.058594,-0.371094,,,,,
RV,1782148487.453659,26899724,,,,-0.052185,-0.054199,-0.910461,0.406738,1.159668
LA,1782148487.45664,26899724,0.164062,0.058594,-0.527344,,,,,
RV,1782148487.462073,26904424,,,,-0.052246,-0.05426,-0.910889,0.405762,1.159668
LA,1782148487.4649286,26904424,0.277344,-0.054688,-0.527344,,,,,
RV,1782148487.4703846,26909924,,,,-0.052307,-0.054199,-0.911377,0.404602,1.159668
LA,1782148487.4760685,26909924,0.316406,-0.0625,-0.488281,,,,,
RV,1782148487.481542,26914724,,,,-0.052429,-0.054138,-0.911804,0.403625,1.159668
LA,1782148487.4846482,26914724,0.277344,-0.132812,-0.371094,,,,,
RV,1782148487.4882927,26919724,,,,-0.05249,-0.054077,-0.912292,0.402466,1.159668
RV,1782148487.58086,27095138,,,,-0.056396,-0.056641,-0.921387,0.38031,1.159912
RV,1782148487.6788416,27133778,,,,-0.061584,-0.054565,-0.923279,0.375244,1.159912
LA,1782148487.6844122,27133778,0.367188,-0.980469,1.023438,,,,,
RV,1782148487.6896067,27139178,,,,-0.061523,-0.054626,-0.923401,0.374878,1.159912
LA,1782148487.6921718,27139178,0.367188,-0.980469,0.984375,,,,,
RV,1782148487.6977527,27143778,,,,-0.061462,-0.054749,-0.923523,0.374634,1.159912
LA,1782148487.7005816,27143778,0.328125,-1.011719,0.640625,,,,,
RV,1782148487.7058406,27149278,,,,-0.06134,-0.054932,-0.923645,0.374329,1.159912
LA,1782148487.7087328,27149278,0.328125,-1.019531,0.410156,,,,,
RV,1782148487.7146425,27154178,,,,-0.061157,-0.055115,-0.923706,0.374146,1.159912
LA,1782148487.717298,27154178,0.328125,-1.027344,0.253906,,,,,
RV,1782148487.723146,27159178,,,,-0.061096,-0.055298,-0.923767,0.373901,1.159912
LA,1782148487.7280984,27159178,0.375,-1.027344,0.0625,,,,,
RV,1782148487.7337315,27163778,,,,-0.061035,-0.055542,-0.923889,0.373718,1.159912
LA,1782148487.7367399,27163778,0.40625,-1.035156,-0.164062,,,,,
RV,1782148487.7411113,27169178,,,,-0.061035,-0.055786,-0.92395,0.373474,1.159912
RV,1782148487.8332357,27345725,,,,-0.062683,-0.058899,-0.923462,0.373901,1.160156
RV,1782148487.931679,27389636,,,,-0.063965,-0.058899,-0.923218,0.374329,1.160156
LA,1782148487.9368234,27389636,-0.09375,-0.203125,0.195312,,,,,
RV,1782148487.942363,27394636,,,,-0.064026,-0.05896,-0.923218,0.374329,1.160156
LA,1782148487.945153,27394636,-0.101562,-0.203125,0.195312,,,,,
RV,1782148487.9508846,27399636,,,,-0.064087,-0.059082,-0.923157,0.374329,1.160156
LA,1782148487.9535446,27399636,-0.0625,-0.164062,0.15625,,,,,
RV,1782148487.9591863,27404036,,,,-0.064209,-0.059204,-0.923157,0.374329,1.160156
LA,1782148487.9616053,27404036,-0.0625,-0.164062,0.117188,,,,,
RV,1782148487.9676106,27409536,,,,-0.064331,-0.059326,-0.923157,0.374329,1.160156
LA,1782148487.9726357,27409536,-0.0625,-0.125,0.078125,,,,,
RV,1782148487.9755359,27414636,,,,-0.064514,-0.059509,-0.923096,0.37439,1.160156
LA,1782148487.9808342,27414636,0.003906,-0.085938,0.085938,,,,,
RV,1782148487.987708,27419236,,,,-0.064697,-0.059631,-0.923096,0.37439,1.160156
LA,1782148487.9895654,27419236,0.003906,-0.046875,0.125,,,,,
RV,1782148487.9937167,27424336,,,,-0.06488,-0.059753,-0.923035,0.37439,1.160156
LA,1782148488.0834732,27595662,0.011719,0.003906,0.125,,,,,
RV,1782148488.187754,27639503,,,,-0.065308,-0.062012,-0.921631,0.377502,1.1604
LA,1782148488.189734,27639503,0.011719,-0.035156,0.394531,,,,,
RV,1782148488.1965427,27644403,,,,-0.065308,-0.062073,-0.92157,0.377563,1.1604
LA,1782148488.1980426,27644403,0.011719,-0.035156,0.316406,,,,,
RV,1782148488.2033024,27649903,,,,-0.065247,-0.062195,-0.92157,0.377625,1.160645
LA,1782148488.2059658,27649903,0.050781,-0.035156,0.203125,,,,,
RV,1782148488.2115297,27654903,,,,-0.065247,-0.062317,-0.921509,0.377747,1.160645
LA,1782148488.21457,27654903,0.050781,-0.078125,0.085938,,,,,
RV,1782148488.2199194,27659403,,,,-0.065247,-0.062439,-0.921448,0.377808,1.160645
LA,1782148488.2228549,27659403,0.042969,-0.035156,-0.105469,,,,,
RV,1782148488.2280264,27664703,,,,-0.065186,-0.062561,-0.921448,0.37793,1.160645
LA,1782148488.2339048,27664703,0.050781,-0.035156,-0.21875,,,,,
RV,1782148488.2393627,27669903,,,,-0.065186,-0.062683,-0.921387,0.377991,1.160645
LA,1782148488.2419348,27669903,0.042969,0.003906,-0.21875,,,,,
RV,1782148488.2458498,27674903,,,,-0.065247,-0.062744,-0.921326,0.378052,1.160645
RV,1782148488.33912,27851262,,,,-0.065186,-0.062805,-0.920837,0.379211,1.160645
RV,1782148488.4369853,27894894,,,,-0.065002,-0.062622,-0.920715,0.379578,1.160889
LA,1782148488.4425051,27894894,-0.035156,-0.003906,-0.066406,,,,,
RV,1782148488.448083,27899994,,,,-0.065063,-0.062561,-0.920715,0.379578,1.160889
LA,1782148488.4509878,27899994,-0.070312,0.035156,-0.066406,,,,,
RV,1782148488.4562619,27904594,,,,-0.065125,-0.062561,-0.920715,0.379578,1.160889
LA,1782148488.4588752,27904594,-0.109375,-0.042969,-0.027344,,,,,
RV,1782148488.4646769,27909794,,,,-0.065186,-0.0625,-0.920715,0.379578,1.160889
LA,1782148488.4674902,27909794,-0.109375,0.003906,0.050781,,,,,
RV,1782148488.472908,27914594,,,,-0.065186,-0.062439,-0.920715,0.379639,1.160889
LA,1782148488.478361,27914594,-0.109375,-0.070312,0.125,,,,,
RV,1782148488.4838917,27919794,,,,-0.065186,-0.062378,-0.920715,0.3797,1.160889
LA,1782148488.4867504,27919794,-0.035156,-0.035156,0.203125,,,,,
RV,1782148488.492566,27924394,,,,-0.065247,-0.062378,-0.920654,0.379822,1.160889
LA,1782148488.495226,27924394,0.003906,-0.070312,0.164062,,,,,
RV,1782148488.4990916,27929794,,,,-0.065247,-0.062378,-0.920593,0.379883,1.160889
LA,1782148488.5894575,28100898,0.140625,-0.035156,-0.027344,,,,,
RV,1782148488.69002,28144162,,,,-0.065002,-0.060364,-0.9198,0.382202,1.161133
LA,1782148488.6951258,28144162,-0.09375,-0.03125,0.777344,,,,,
RV,1782148488.701073,28149562,,,,-0.064697,-0.059998,-0.9198,0.382324,1.161133
LA,1782148488.7051446,28149562,-0.125,-0.0625,0.808594,,,,,
RV,1782148488.7089257,28154162,,,,-0.064514,-0.059692,-0.919739,0.382507,1.161133
LA,1782148488.7118397,28154162,0.035156,-0.207031,0.921875,,,,,
RV,1782148488.717112,28159662,,,,-0.064209,-0.059326,-0.919739,0.382751,1.161133
LA,1782148488.720472,28159662,0.082031,-0.207031,0.960938,,,,,
RV,1782148488.725145,28164162,,,,-0.063904,-0.059082,-0.919678,0.382935,1.161133
LA,1782148488.7284544,28164162,0.167969,-0.238281,0.960938,,,,,
RV,1782148488.73381,28169662,,,,-0.063599,-0.058838,-0.919617,0.383118,1.161133
LA,1782148488.739143,28169662,0.210938,-0.207031,0.984375,,,,,
RV,1782148488.7451742,28174862,,,,-0.063232,-0.058594,-0.919617,0.383301,1.161133
LA,1782148488.7479074,28174862,0.21875,-0.171875,0.945312,,,,,
RV,1782148488.7515674,28179662,,,,-0.062927,-0.058411,-0.919556,0.383423,1.161133
RV,1782148488.8441226,28355893,,,,-0.049866,-0.051941,-0.918274,0.389343,1.161377
RV,1782148488.9425144,28399784,,,,-0.009094,-0.05542,-0.913452,0.403076,1.161377
LA,1782148488.9477277,28399784,1.179688,-0.683594,1.546875,,,,,
RV,1782148488.9532208,28404384,,,,-0.006348,-0.055786,-0.91333,0.403381,1.161377
LA,1782148488.955634,28404384,1.257812,-0.828125,1.472656,,,,,
RV,1782148488.961415,28409284,,,,-0.003418,-0.056274,-0.913208,0.403625,1.161377
LA,1782148488.964149,28412984,1.273438,-1.042969,1.625,,,,,
RV,1782148488.9695847,28414184,,,,-0.000488,-0.056824,-0.913086,0.403748,1.161377
LA,1782148488.972367,28419384,1.253906,-1.113281,1.578125,,,,,
RV,1782148488.9779072,28419384,,,,0.002441,-0.057556,-0.913086,0.403687,1.161377
RV,1782148488.9834776,28424284,,,,0.00531,-0.058289,-0.913086,0.403564,1.161377
LA,1782148488.9863384,28424284,1.03125,-1.105469,1.585938,,,,,
RV,1782148488.9927907,28429384,,,,0.008179,-0.059204,-0.913086,0.40332,1.161377
LA,1782148488.9946814,28429384,0.429688,-1.105469,1.394531,,,,,
RV,1782148489.0003183,28434684,,,,0.01123,-0.060242,-0.913147,0.403015,1.161621
LA,1782148489.0035331,28434684,0.167969,-1.0,1.28125,,,,,
LA,1782148489.0936153,28605128,0.699219,-0.785156,0.292969,,,,,
RV,1782148489.1944218,28649616,,,,0.110657,-0.084473,-0.891541,0.430969,1.161865
LA,1782148489.199675,28649616,0.886719,-0.113281,0.710938,,,,,
RV,1782148489.2046442,28655016,,,,0.112488,-0.084351,-0.890503,0.432678,1.161865
LA,1782148489.2073674,28655016,1.035156,-0.167969,0.871094,,,,,
RV,1782148489.213084,28660016,,,,0.114075,-0.08429,-0.889587,0.434143,1.161865
LA,1782148489.215689,28660016,1.171875,-0.183594,0.957031,,,,,
RV,1782148489.2212114,28664716,,,,0.115662,-0.084351,-0.888733,0.435486,1.161865
LA,1782148489.2240896,28664716,1.464844,-0.34375,0.886719,,,,,
RV,1782148489.2296596,28670316,,,,0.117615,-0.084473,-0.887817,0.43689,1.161865
LA,1782148489.2328565,28670316,1.5625,-0.441406,0.847656,,,,,
RV,1782148489.2379951,28675016,,,,0.119385,-0.084595,-0.887024,0.437927,1.161865
LA,1782148489.240571,28675016,1.585938,-0.496094,0.933594,,,,,
RV,1782148489.2461398,28680016,,,,0.121277,-0.084717,-0.886292,0.438843,1.161865
LA,1782148489.2520235,28680016,1.578125,-0.558594,0.988281,,,,,
RV,1782148489.2548327,28684816,,,,0.123169,-0.084961,-0.88562,0.439575,1.161865
RV,1782148489.3476064,28859988,,,,0.153748,-0.100952,-0.877075,0.443787,1.162109
RV,1782148489.4461212,28899634,,,,0.167725,-0.119995,-0.874146,0.439697,1.162109
LA,1782148489.4510617,28899634,-1.207031,-0.402344,-0.675781,,,,,
RV,1782148489.4566376,28904634,,,,0.168152,-0.12146,-0.873901,0.439697,1.162109
LA,1782148489.4593782,28904634,-0.832031,-0.125,-1.082031,,,,,
RV,1782148489.4645722,28910034,,,,0.168457,-0.123169,-0.873596,0.439636,1.162109
LA,1782148489.4675403,28910034,-0.496094,-0.121094,-1.226562,,,,,
RV,1782148489.4730196,28915034,,,,0.16864,-0.124695,-0.873352,0.439636,1.162109
LA,1782148489.476293,28915034,-0.28125,-0.105469,-1.449219,,,,,
RV,1782148489.4813354,28920134,,,,0.168762,-0.126221,-0.873169,0.439575,1.162109
LA,1782148489.4871676,28920134,-0.175781,-0.097656,-1.59375,,,,,
RV,1782148489.4900124,28924634,,,,0.168762,-0.127563,-0.872986,0.439453,1.162354
LA,1782148489.4950402,28924634,0.007812,-0.191406,-1.59375,,,,,
RV,1782148489.5006828,28930034,,,,0.16864,-0.129028,-0.872925,0.43927,1.162354
LA,1782148489.503744,28930034,0.070312,-0.328125,-1.386719,,,,,
RV,1782148489.508033,28935034,,,,0.168396,-0.130432,-0.872864,0.438965,1.162354
RV,1782148489.600881,29111964,,,,0.177368,-0.162231,-0.875549,0.419128,1.162354
LA,1782148489.6991365,29150043,0.605469,0.386719,0.222656,,,,,
RV,1782148489.7041564,29155443,,,,0.180908,-0.192261,-0.884155,0.385437,1.162598
LA,1782148489.7069573,29155443,0.859375,0.355469,-0.296875,,,,,
RV,1782148489.7126625,29160443,,,,0.180725,-0.194031,-0.884033,0.384888,1.162598
LA,1782148489.7153444,29160443,1.492188,0.363281,-1.277344,,,,,
RV,1782148489.7206454,29165043,,,,0.180542,-0.195618,-0.883911,0.38446,1.162598
LA,1782148489.7234569,29165043,1.792969,0.539062,-1.5,,,,,
RV,1782148489.7295504,29170543,,,,0.180359,-0.197205,-0.88385,0.383972,1.162598
LA,1782148489.7328017,29170543,2.042969,0.585938,-1.761719,,,,,
RV,1782148489.737752,29175443,,,,0.180176,-0.198425,-0.883789,0.383545,1.162598
LA,1782148489.7444284,29175443,2.183594,0.53125,-1.867188,,,,,
RV,1782148489.7461364,29180443,,,,0.179993,-0.199402,-0.883789,0.383057,1.162598
LA,1782148489.7537997,29180443,2.328125,0.398438,-1.820312,,,,,
RV,1782148489.756911,29185243,,,,0.17981,-0.200073,-0.883911,0.382629,1.162598
LA,1782148489.7588828,29185243,2.398438,0.125,-1.394531,,,,,
LA,1782148489.8501785,29358225,1.871094,-0.773438,0.511719,,,,,
LA,1782148489.8519056,29363125,1.789062,-0.566406,0.449219,,,,,
RV,1782148489.9485576,29404717,,,,0.107178,-0.304871,-0.9104,0.258423,1.163086
LA,1782148489.9539406,29404717,-2.90625,-0.160156,-2.367188,,,,,
RV,1782148489.9593065,29410117,,,,0.10083,-0.309204,-0.911377,0.252197,1.163086
LA,1782148489.9619665,29410117,-3.125,-0.007812,-2.230469,,,,,
RV,1782148489.967565,29415017,,,,0.095764,-0.312683,-0.91217,0.24707,1.163086
LA,1782148489.9703588,29415017,-3.539062,-0.390625,-1.785156,,,,,
RV,1782148489.9760158,29419617,,,,0.091797,-0.315491,-0.91272,0.242859,1.163086
LA,1782148489.9789898,29419617,-3.292969,-0.40625,-1.371094,,,,,
RV,1782148489.9845283,29424917,,,,0.088257,-0.318298,-0.913147,0.238831,1.163086
LA,1782148489.9898822,29424917,-2.957031,-0.167969,-0.925781,,,,,
RV,1782148489.9926627,29430017,,,,0.085754,-0.32074,-0.913391,0.235535,1.163086
LA,1782148489.9980152,29430017,-2.730469,0.222656,-0.367188,,,,,
RV,1782148490.0035925,29435017,,,,0.084045,-0.322937,-0.913452,0.232971,1.163086
LA,1782148490.0064871,29435017,-2.140625,-0.339844,0.230469,,,,,
LA,1782148490.0087268,29440217,-1.65625,-1.019531,0.363281,,,,,
RV,1782148490.1027248,29614653,,,,-0.028259,-0.405579,-0.907104,0.108826,1.163574
RV,1782148490.2006576,29655209,,,,0.302429,0.422363,0.829285,0.206055,1.16626
LA,1782148490.2045178,29655209,1.160156,-0.253906,-0.457031,,,,,
RV,1782148490.208502,29660709,,,,0.320679,0.416138,0.819397,0.229248,1.166504
LA,1782148490.2133908,29660709,0.410156,-0.941406,0.847656,,,,,
RV,1782148490.2185643,29665209,,,,0.331238,0.411682,0.812744,0.245422,1.166504
LA,1782148490.2285354,29665209,-0.304688,-1.011719,1.109375,,,,,
RV,1782148490.2295861,29670209,,,,0.337463,0.408081,0.807495,0.259888,1.166748
LA,1782148490.2440674,29670209,-1.335938,-1.1875,1.253906,,,,,
LA,1782148490.2469745,29680209,-6.8125,-0.15625,0.226562,,,,,
RV,1782148490.2649786,29690509,,,,0.328369,0.404053,0.80188,0.293091,1.166748
LA,1782148490.3496637,29859357,-0.359375,-1.15625,0.359375,,,,,
RV,1782148490.449871,29905250,,,,0.324341,0.310913,0.77356,0.446899,1.167236
LA,1782148490.4553797,29905250,-0.910156,-0.679688,-1.824219,,,,,
RV,1782148490.4582126,29910750,,,,0.324219,0.309326,0.773438,0.448303,1.167236
LA,1782148490.4636643,29910750,-0.335938,-0.894531,-2.03125,,,,,
RV,1782148490.4692624,29915150,,,,0.324097,0.307922,0.773376,0.449524,1.167236
LA,1782148490.472047,29915150,-0.105469,-0.871094,-2.128906,,,,,
RV,1782148490.4776692,29920650,,,,0.32373,0.305969,0.773315,0.451172,1.167236
LA,1782148490.4803863,29920650,0.199219,-0.855469,-2.078125,,,,,
RV,1782148490.4859302,29925250,,,,0.323303,0.304199,0.773315,0.452698,1.167236
LA,1782148490.488777,29925250,0.429688,-0.753906,-2.222656,,,,,
RV,1782148490.4943175,29930750,,,,0.322449,0.301941,0.773376,0.454712,1.167236
LA,1782148490.4971244,29930750,0.675781,-0.675781,-2.371094,,,,,
RV,1782148490.5026283,29935850,,,,0.32135,0.299805,0.773499,0.456726,1.167236
LA,1782148490.5054412,29935850,0.644531,-0.730469,-2.371094,,,,,
RV,1782148490.5106084,29940650,,,,0.320007,0.297729,0.773621,0.458801,1.167236
RV,1782148490.6024778,30114801,,,,0.276123,0.242004,0.780579,0.50592,1.16748
RV,1782148490.7010255,30155434,,,,0.256042,0.230713,0.781921,0.519409,1.16748
LA,1782148490.7066624,30155434,-0.699219,-0.726562,-1.292969,,,,,
RV,1782148490.7093785,30160734,,,,0.254456,0.228699,0.782471,0.520264,1.167725
LA,1782148490.7148674,30160734,-0.726562,-0.765625,-0.910156,,,,,
RV,1782148490.7203758,30165434,,,,0.253174,0.226685,0.782959,0.521057,1.167725
LA,1782148490.7233677,30165434,-0.765625,-0.726562,-0.597656,,,,,
RV,1782148490.728767,30170434,,,,0.251831,0.224426,0.783386,0.521973,1.167725
LA,1782148490.7315667,30170434,-0.691406,-0.609375,-0.046875,,,,,
RV,1782148490.7370746,30175834,,,,0.250366,0.222046,0.783875,0.52301,1.167725
LA,1782148490.7400067,30175834,-0.726562,-0.601562,0.191406,,,,,
RV,1782148490.7455037,30180734,,,,0.249023,0.21991,0.784302,0.523865,1.167725
LA,1782148490.748269,30180734,-0.804688,-0.601562,0.464844,,,,,
RV,1782148490.7537687,30185534,,,,0.247742,0.217896,0.784729,0.524719,1.167725
LA,1782148490.7567444,30185534,-0.921875,-0.554688,0.671875,,,,,
RV,1782148490.7619188,30190234,,,,0.24646,0.216003,0.785156,0.525513,1.167725
RV,1782148490.853685,30365052,,,,0.254395,0.157715,0.781311,0.547668,1.167969
LA,1782148490.951875,30404855,-1.371094,-1.058594,1.402344,,,,,
RV,1782148490.9574397,30409955,,,,0.250305,0.115967,0.775146,0.56842,1.167969
LA,1782148490.9603653,30413255,-1.042969,-1.253906,1.425781,,,,,
RV,1782148490.9656942,30414855,,,,0.249573,0.114502,0.775452,0.568542,1.167969
LA,1782148490.968502,30419855,-0.976562,-1.199219,1.296875,,,,,
RV,1782148490.9740844,30419855,,,,0.248901,0.113159,0.775879,0.568604,1.167969
RV,1782148490.9795864,30424955,,,,0.248169,0.111938,0.776306,0.568481,1.167969
LA,1782148490.9823925,30424955,-0.898438,-1.132812,1.164062,,,,,
RV,1782148490.9880762,30430555,,,,0.247437,0.110779,0.776855,0.568298,1.167969
LA,1782148490.9907863,30430555,-0.753906,-1.261719,0.851562,,,,,
RV,1782148490.996338,30435355,,,,0.246826,0.109863,0.777405,0.568054,1.167969
LA,1782148490.9990518,30435355,-0.636719,-1.316406,0.757812,,,,,
RV,1782148491.0046568,30440255,,,,0.246155,0.10907,0.777954,0.567688,1.167969
LA,1782148491.0075226,30440255,-0.570312,-1.335938,0.519531,,,,,
RV,1782148491.0124269,30444955,,,,0.245483,0.108398,0.778564,0.567261,1.167969
RV,1782148491.1043437,30614530,,,,0.19812,0.096741,0.797729,0.561279,1.168213
RV,1782148491.2022438,30660342,,,,0.094727,0.082825,0.827515,0.54718,1.168457
LA,1782148491.2078335,30660342,-0.824219,-0.09375,0.953125,,,,,
RV,1782148491.210553,30664942,,,,0.090149,0.082092,0.828552,0.546448,1.168457
LA,1782148491.2161098,30664942,-0.914062,-0.148438,0.929688,,,,,
RV,1782148491.2221158,30670342,,,,0.084778,0.081116,0.829773,0.545654,1.168457
LA,1782148491.2244594,30670342,-0.960938,-0.191406,1.03125,,,,,
RV,1782148491.2302072,30675242,,,,0.079895,0.0802,0.830811,0.544922,1.168457
LA,1782148491.2328134,30675242,-1.011719,-0.285156,1.046875,,,,,
RV,1782148491.2388093,30680242,,,,0.074951,0.079285,0.831848,0.544128,1.168457
LA,1782148491.2411695,30680242,-1.058594,-0.367188,1.03125,,,,,
RV,1782148491.2466764,30684942,,,,0.07019,0.078369,0.832886,0.543335,1.168457
LA,1782148491.2495506,30684942,-0.996094,-0.535156,1.414062,,,,,
RV,1782148491.255501,30690342,,,,0.064758,0.077271,0.834045,0.542419,1.168457
LA,1782148491.2584069,30690342,-0.855469,-0.617188,1.550781,,,,,
RV,1782148491.2628,30695342,,,,0.059875,0.076233,0.835083,0.541565,1.168457
RV,1782148491.3551965,30865079,,,,-0.047729,0.067627,0.84552,0.527527,1.168701
LA,1782148491.453087,30904988,-1.476562,-0.738281,1.464844,,,,,
RV,1782148491.4586024,30910388,,,,-0.137146,0.094604,0.84436,0.509216,1.168945
LA,1782148491.461489,30910388,-1.160156,-0.796875,1.59375,,,,,
RV,1782148491.4669352,30915388,,,,-0.140808,0.095581,0.844482,0.507812,1.168945
LA,1782148491.4697623,30915388,-0.828125,-0.898438,1.734375,,,,,
RV,1782148491.475668,30920488,,,,-0.143921,0.096313,0.844666,0.506531,1.168945
LA,1782148491.4780428,30920488,-0.277344,-1.148438,2.101562,,,,,
RV,1782148491.483611,30924888,,,,-0.146362,0.096741,0.844788,0.505493,1.168945
LA,1782148491.486338,30924888,-0.074219,-1.171875,2.308594,,,,,
RV,1782148491.4920192,30930388,,,,-0.148865,0.097168,0.844971,0.504333,1.168945
LA,1782148491.4975247,30930388,0.039062,-1.195312,2.441406,,,,,
RV,1782148491.5003066,30935388,,,,-0.150757,0.097412,0.845154,0.503479,1.168945
LA,1782148491.5061765,30935388,0.070312,-1.1875,2.5625,,,,,
RV,1782148491.511354,30940188,,,,-0.151917,0.097473,0.845337,0.502808,1.169189
LA,1782148491.5126426,30940188,-0.027344,-1.140625,2.722656,,,,,
RV,1782148491.6045768,31113848,,,,-0.109741,0.062073,0.851501,0.508972,1.169189
RV,1782148491.7027667,31160349,,,,-0.099365,0.040771,0.85199,0.512451,1.169434
LA,1782148491.7083676,31160349,-0.820312,-0.074219,1.121094,,,,,
RV,1782148491.7118046,31165049,,,,-0.098206,0.040283,0.852051,0.512573,1.169434
LA,1782148491.7179396,31165049,-0.957031,-0.113281,1.003906,,,,,
RV,1782148491.7223165,31170549,,,,-0.096924,0.039673,0.852234,0.512634,1.169434
LA,1782148491.7260666,31170549,-1.019531,-0.074219,0.835938,,,,,
RV,1782148491.7315617,31175549,,,,-0.095764,0.039185,0.852417,0.512573,1.169434
LA,1782148491.7345853,31175549,-1.042969,-0.042969,0.714844,,,,,
RV,1782148491.7391682,31180149,,,,-0.094604,0.038696,0.852661,0.51239,1.169434
LA,1782148491.74209,31180149,-0.84375,-0.074219,0.675781,,,,,
RV,1782148491.749149,31185449,,,,-0.093262,0.038086,0.852966,0.512146,1.169434
LA,1782148491.7501268,31185449,-0.675781,-0.121094,0.746094,,,,,
RV,1782148491.755845,31190649,,,,-0.092041,0.037537,0.853271,0.511841,1.169434
LA,1782148491.7612917,31190649,-0.425781,-0.160156,0.738281,,,,,
RV,1782148491.764179,31195649,,,,-0.090942,0.037048,0.853638,0.511536,1.169434
RV,1782148491.8573074,31365981,,,,-0.07312,0.033875,0.855713,0.511108,1.169678
RV,1782148491.9547582,31410693,,,,-0.054626,0.013855,0.859436,0.508179,1.169678
LA,1782148491.9601092,31410693,0.507812,-0.175781,0.402344,,,,,
RV,1782148491.9631193,31415693,,,,-0.053284,0.012939,0.859558,0.508118,1.169678
LA,1782148491.9684553,31415693,0.515625,-0.128906,0.480469,,,,,
RV,1782148491.9742315,31420893,,,,-0.05188,0.011963,0.85968,0.508057,1.169678
LA,1782148491.9770772,31420893,0.5625,-0.128906,0.464844,,,,,
RV,1782148491.982352,31425593,,,,-0.050537,0.011047,0.859802,0.508057,1.169678
LA,1782148491.985218,31425593,0.570312,-0.128906,0.425781,,,,,
RV,1782148491.9910047,31430593,,,,-0.049072,0.010071,0.859863,0.508057,1.169678
LA,1782148491.99363,31430593,0.539062,-0.089844,0.457031,,,,,
RV,1782148491.999081,31435393,,,,-0.047546,0.009033,0.859924,0.508118,1.169678
LA,1782148492.002024,31435393,0.574219,-0.160156,0.496094,,,,,
RV,1782148492.0078864,31440693,,,,-0.045715,0.007874,0.859985,0.50824,1.169678
LA,1782148492.0103798,31440693,0.613281,-0.121094,0.480469,,,,,
RV,1782148492.0152345,31445293,,,,-0.044006,0.006836,0.860046,0.508301,1.169922
RV,1782148492.1088462,31615646,,,,-0.01593,-0.005676,0.858948,0.511841,1.169922
RV,1782148492.2065506,31661418,,,,-0.002502,-0.00293,0.859863,0.510437,1.170166
LA,1782148492.2119906,31661418,0.273438,-0.019531,-0.398438,,,,,
RV,1782148492.2175996,31666018,,,,-0.00116,-0.003113,0.859802,0.510559,1.170166
LA,1782148492.220535,31666018,0.289062,0.003906,-0.441406,,,,,
RV,1782148492.2262652,31671518,,,,0.00061,-0.003418,0.859741,0.510742,1.170166
LA,1782148492.2289388,31671518,0.296875,0.035156,-0.441406,,,,,
RV,1782148492.2343519,31676118,,,,0.002075,-0.003723,0.859619,0.510864,1.170166
LA,1782148492.237373,31676118,0.226562,0.171875,-0.597656,,,,,
RV,1782148492.2428455,31681418,,,,0.003784,-0.00415,0.859497,0.511108,1.170166
LA,1782148492.2455292,31681418,0.15625,0.28125,-0.597656,,,,,
RV,1782148492.2513916,31686018,,,,0.00531,-0.004639,0.859375,0.511292,1.170166
LA,1782148492.2541308,31686018,0.089844,0.308594,-0.558594,,,,,
RV,1782148492.2594726,31691518,,,,0.007263,-0.005371,0.859192,0.511536,1.170166
LA,1782148492.2621295,31691518,0.011719,0.1875,-0.40625,,,,,
RV,1782148492.2678742,31696718,,,,0.009277,-0.006226,0.85907,0.51178,1.170166
LA,1782148492.3584337,31865335,-0.082031,0.085938,-0.199219,,,,,
RV,1782148492.4580882,31910740,,,,0.053772,-0.018921,0.853333,0.518188,1.17041
LA,1782148492.4634585,31910740,0.085938,0.199219,0.109375,,,,,
RV,1782148492.4663458,31916140,,,,0.053406,-0.018616,0.853394,0.518188,1.17041
LA,1782148492.4718568,31916140,-0.023438,0.273438,0.140625,,,,,
RV,1782148492.4774272,31921040,,,,0.052979,-0.018372,0.853455,0.518188,1.17041
LA,1782148492.480249,31921040,-0.015625,0.234375,0.101562,,,,,
RV,1782148492.4856825,31925940,,,,0.052551,-0.018066,0.853516,0.518127,1.17041
LA,1782148492.488344,31925940,-0.007812,0.234375,0.101562,,,,,
RV,1782148492.4938996,31930740,,,,0.052185,-0.017822,0.853577,0.518066,1.17041
LA,1782148492.4967096,31930740,0.085938,0.160156,0.175781,,,,,
RV,1782148492.50228,31936140,,,,0.051819,-0.017517,0.853638,0.517944,1.17041
LA,1782148492.5050428,31936140,0.132812,0.160156,0.214844,,,,,
RV,1782148492.5106983,31941140,,,,0.051514,-0.017212,0.85376,0.517822,1.17041
LA,1782148492.5133624,31941140,0.214844,0.113281,0.214844,,,,,
RV,1782148492.5181556,31945740,,,,0.051208,-0.016968,0.853821,0.5177,1.17041
RV,1782148492.6104164,32119707,,,,0.052673,-0.009766,0.853333,0.518616,1.170654
LA,1782148492.7084467,32160830,0.054688,0.101562,0.054688,,,,,
RV,1782148492.7143557,32165930,,,,0.060852,-0.011658,0.852722,0.518616,1.170654
LA,1782148492.7171617,32165930,0.128906,0.09375,-0.023438,,,,,
