type,host_time,imu_time_us,x,y,z,i,j,k,real,accuracy
RV,1782148492.7224832,32170930,,,,0.061157,-0.011475,0.852844,0.518494,1.170654
LA,1782148492.7251394,32170930,0.273438,0.007812,-0.214844,,,,,
RV,1782148492.7306805,32176230,,,,0.061646,-0.011292,0.852905,0.518311,1.170654
LA,1782148492.7335215,32176230,0.382812,0.039062,-0.289062,,,,,
RV,1782148492.7391014,32181330,,,,0.062256,-0.011169,0.852966,0.518188,1.170654
LA,1782148492.741982,32181330,0.375,0.03125,-0.398438,,,,,
RV,1782148492.7474859,32186130,,,,0.062866,-0.011108,0.852966,0.518066,1.170654
LA,1782148492.750357,32186130,0.480469,0.101562,-0.625,,,,,
RV,1782148492.7558775,32191430,,,,0.06366,-0.011108,0.852905,0.518005,1.170654
LA,1782148492.7588105,32191430,0.472656,0.132812,-0.664062,,,,,
RV,1782148492.764114,32196230,,,,0.064392,-0.01123,0.852905,0.518005,1.170898
LA,1782148492.767398,32196230,0.417969,0.238281,-0.703125,,,,,
RV,1782148492.8602586,32368648,,,,0.063965,-0.010681,0.852173,0.519226,1.170898
RV,1782148492.9580076,32416362,,,,0.065552,-0.003784,0.850952,0.521118,1.171143
LA,1782148492.963788,32416362,0.082031,0.152344,-0.257812,,,,,
RV,1782148492.9665015,32421362,,,,0.065369,-0.003174,0.850891,0.52124,1.171143
LA,1782148492.971797,32421362,0.015625,0.152344,-0.296875,,,,,
RV,1782148492.9770105,32426062,,,,0.065125,-0.002563,0.85083,0.521362,1.171143
LA,1782148492.97999,32426062,-0.09375,0.175781,-0.414062,,,,,
RV,1782148492.985496,32431462,,,,0.064758,-0.001892,0.850769,0.521545,1.171143
LA,1782148492.9881885,32431462,-0.121094,0.167969,-0.414062,,,,,
RV,1782148492.9940197,32436462,,,,0.064392,-0.001282,0.850708,0.521667,1.171143
LA,1782148492.996528,32436462,-0.152344,0.160156,-0.488281,,,,,
RV,1782148493.0023148,32441362,,,,0.064087,-0.000671,0.850647,0.52179,1.171143
LA,1782148493.0051577,32441362,-0.175781,0.152344,-0.449219,,,,,
RV,1782148493.0106747,32445962,,,,0.063782,-0.000183,0.850586,0.521912,1.171143
LA,1782148493.0161207,32445962,-0.207031,0.1875,-0.535156,,,,,
RV,1782148493.0189323,32451362,,,,0.063477,0.000305,0.850525,0.522034,1.171143
RV,1782148493.1107447,32620783,,,,0.049072,0.001038,0.8526,0.520264,1.171143
RV,1782148493.2099469,32660932,,,,0.042969,0.004639,0.852844,0.520325,1.171387
LA,1782148493.2153292,32660932,0.300781,-0.152344,-0.078125,,,,,
RV,1782148493.2183752,32666032,,,,0.043274,0.004883,0.852783,0.520447,1.171387
LA,1782148493.2229366,32666032,0.335938,-0.160156,-0.078125,,,,,
RV,1782148493.2283635,32671332,,,,0.043579,0.005127,0.852661,0.520569,1.171387
LA,1782148493.2313018,32671332,0.367188,-0.167969,-0.113281,,,,,
RV,1782148493.2368453,32676432,,,,0.043884,0.005371,0.8526,0.520691,1.171387
LA,1782148493.239703,32676432,0.367188,-0.140625,-0.152344,,,,,
RV,1782148493.244956,32681432,,,,0.04425,0.005615,0.852478,0.520813,1.171387
LA,1782148493.248023,32681432,0.285156,-0.070312,-0.230469,,,,,
RV,1782148493.2534468,32685832,,,,0.044617,0.005798,0.852356,0.520996,1.171387
LA,1782148493.2564385,32685832,0.359375,-0.039062,-0.304688,,,,,
RV,1782148493.26204,32691332,,,,0.045166,0.00592,0.852234,0.521179,1.171387
LA,1782148493.264596,32691332,0.351562,-0.007812,-0.34375,,,,,
RV,1782148493.2696507,32696332,,,,0.045776,0.005981,0.852051,0.521362,1.171387
RV,1782148493.362162,32870711,,,,0.052307,0.004822,0.851257,0.522156,1.171631
LA,1782148493.4599621,32910670,-0.125,0.136719,-0.253906,,,,,
RV,1782148493.4656556,32916070,,,,0.052612,0.001709,0.85144,0.52179,1.171631
LA,1782148493.4685628,32916070,-0.164062,0.136719,-0.214844,,,,,
RV,1782148493.4737828,32920770,,,,0.052734,0.001465,0.85144,0.521851,1.171631
LA,1782148493.476842,32920770,-0.132812,0.144531,-0.0625,,,,,
RV,1782148493.482066,32925970,,,,0.052917,0.00116,0.851379,0.521851,1.171631
LA,1782148493.4851353,32925970,-0.09375,0.144531,-0.023438,,,,,
RV,1782148493.4908037,32931170,,,,0.053101,0.000854,0.851379,0.52179,1.171631
LA,1782148493.493146,32931170,-0.066406,0.144531,0.015625,,,,,
RV,1782148493.4989107,32936070,,,,0.053284,0.000549,0.85144,0.52179,1.171631
LA,1782148493.5012746,32936070,-0.035156,0.152344,0.09375,,,,,
RV,1782148493.5071306,32940570,,,,0.053345,0.000427,0.85144,0.521729,1.171631
LA,1782148493.5099983,32940570,0.082031,0.113281,0.246094,,,,,
RV,1782148493.5151513,32945970,,,,0.053345,0.000305,0.85144,0.521729,1.171631
LA,1782148493.5186756,32945970,0.082031,0.113281,0.324219,,,,,
RV,1782148493.6110535,33118325,,,,0.049805,0.008606,0.851013,0.522766,1.171875
RV,1782148493.709381,33166213,,,,0.042969,0.010559,0.851379,0.522705,1.171875
LA,1782148493.714547,33166213,-0.03125,0.082031,0.613281,,,,,
RV,1782148493.7174962,33171613,,,,0.042358,0.010681,0.85144,0.522583,1.171875
LA,1782148493.7228093,33171613,-0.023438,0.003906,0.652344,,,,,
RV,1782148493.7254117,33176513,,,,0.041748,0.010803,0.851562,0.522461,1.171875
LA,1782148493.7309616,33176513,0.023438,-0.0625,0.691406,,,,,
RV,1782148493.736237,33181713,,,,0.041016,0.011108,0.851685,0.522339,1.171875
LA,1782148493.7391279,33181713,0.078125,-0.027344,0.652344,,,,,
RV,1782148493.7448049,33186413,,,,0.040344,0.011475,0.851807,0.522156,1.171875
LA,1782148493.7474344,33186413,0.09375,0.019531,0.613281,,,,,
RV,1782148493.7529788,33191513,,,,0.03949,0.011902,0.85199,0.521973,1.171875
LA,1782148493.7557728,33191513,0.15625,0.019531,0.535156,,,,,
RV,1782148493.761371,33196213,,,,0.038696,0.012329,0.852112,0.521729,1.171875
LA,1782148493.7644749,33196213,0.171875,0.097656,0.421875,,,,,
RV,1782148493.7684343,33201613,,,,0.037903,0.012939,0.852295,0.521545,1.171875
RV,1782148493.8607895,33369558,,,,0.03363,0.022827,0.851746,0.5224,1.172119
RV,1782148493.959504,33411233,,,,0.029419,0.02417,0.850525,0.524536,1.172119
LA,1782148493.9649143,33411233,-0.167969,0.035156,0.300781,,,,,
RV,1782148493.9683585,33416433,,,,0.028931,0.024414,0.850586,0.524475,1.172363
LA,1782148493.9733965,33416433,-0.160156,0.003906,0.261719,,,,,
RV,1782148493.975751,33421733,,,,0.028259,0.024658,0.850647,0.524414,1.172363
LA,1782148493.9812567,33421733,-0.066406,0.003906,0.261719,,,,,
RV,1782148493.9867728,33426333,,,,0.027649,0.024963,0.850708,0.524292,1.172363
LA,1782148493.9893825,33426333,-0.050781,0.003906,0.222656,,,,,
RV,1782148493.9948893,33431633,,,,0.026917,0.025269,0.85083,0.52417,1.172363
LA,1782148493.9975917,33431633,-0.035156,0.011719,0.222656,,,,,
RV,1782148494.00342,33436233,,,,0.026245,0.025574,0.850891,0.524048,1.172363
LA,1782148494.0060463,33436233,0.046875,0.011719,0.214844,,,,,
RV,1782148494.0114849,33441633,,,,0.025513,0.025879,0.851013,0.523865,1.172363
LA,1782148494.0144231,33441633,0.140625,0.011719,0.300781,,,,,
RV,1782148494.0183659,33446233,,,,0.024902,0.026123,0.851074,0.523743,1.172363
RV,1782148494.1112597,33619982,,,,0.012817,0.03595,0.850586,0.524414,1.172363
RV,1782148494.208708,33661038,,,,-0.012451,0.05304,0.850037,0.523926,1.172607
LA,1782148494.2141638,33661038,-0.148438,0.027344,0.445312,,,,,
RV,1782148494.2171218,33665838,,,,-0.014038,0.054016,0.850037,0.523804,1.172607
LA,1782148494.2226713,33665838,-0.1875,0.035156,0.367188,,,,,
RV,1782148494.2280881,33671338,,,,-0.015869,0.055176,0.850037,0.523621,1.172607
LA,1782148494.2306542,33671338,-0.261719,0.027344,0.339844,,,,,
RV,1782148494.2364311,33676538,,,,-0.017639,0.056274,0.849976,0.523438,1.172607
LA,1782148494.239091,33676538,-0.253906,-0.011719,0.308594,,,,,
RV,1782148494.2449005,33681338,,,,-0.019226,0.057312,0.850037,0.523254,1.172607
LA,1782148494.2473292,33681338,-0.230469,-0.011719,0.308594,,,,,
RV,1782148494.2528064,33686338,,,,-0.020935,0.058411,0.850037,0.523071,1.172607
LA,1782148494.2556646,33686338,-0.191406,-0.011719,0.269531,,,,,
RV,1782148494.2614946,33691038,,,,-0.022522,0.059509,0.850037,0.522827,1.172607
LA,1782148494.2641165,33691038,-0.191406,0.019531,0.199219,,,,,
RV,1782148494.2694197,33696438,,,,-0.024292,0.060669,0.850037,0.522583,1.172607
RV,1782148494.362141,33866091,,,,-0.10791,0.080261,0.833923,0.535278,1.172852
RV,1782148494.4604545,33911494,,,,-0.177429,0.106445,0.819275,0.53479,1.173096
LA,1782148494.4660556,33911494,-0.042969,0.003906,0.09375,,,,,
RV,1782148494.4691517,33916794,,,,-0.17804,0.107971,0.819397,0.534119,1.173096
LA,1782148494.4744236,33916794,0.097656,-0.019531,-0.128906,,,,,
RV,1782148494.4795797,33921894,,,,-0.178528,0.109375,0.819519,0.533447,1.173096
LA,1782148494.482131,33921894,0.195312,-0.035156,-0.3125,,,,,
RV,1782148494.4876506,33926694,,,,-0.178894,0.110657,0.819641,0.532898,1.173096
LA,1782148494.49048,33926694,0.402344,0.019531,-0.574219,,,,,
RV,1782148494.4960103,33931494,,,,-0.179199,0.111755,0.819763,0.532349,1.173096
LA,1782148494.4988716,33931494,0.574219,0.15625,-0.910156,,,,,
RV,1782148494.504493,33936994,,,,-0.179626,0.112915,0.819885,0.531799,1.173096
LA,1782148494.5073838,33936994,0.671875,0.101562,-0.941406,,,,,
RV,1782148494.5129495,33941894,,,,-0.180054,0.113831,0.819946,0.531311,1.173096
LA,1782148494.5155077,33941894,0.6875,0.09375,-0.933594,,,,,
RV,1782148494.5211744,33946594,,,,-0.180664,0.114685,0.820007,0.530884,1.173096
RV,1782148494.6132483,34120894,,,,-0.21991,0.141174,0.814941,0.517273,1.17334
LA,1782148494.711295,34161178,-0.164062,-0.027344,0.359375,,,,,
RV,1782148494.716497,34166078,,,,-0.239075,0.147339,0.813232,0.509644,1.17334
LA,1782148494.7197316,34166078,-0.15625,0.046875,0.25,,,,,
RV,1782148494.7245436,34171878,,,,-0.239807,0.147766,0.813171,0.509338,1.17334
LA,1782148494.7274616,34171878,-0.175781,0.039062,0.105469,,,,,
RV,1782148494.733113,34176578,,,,-0.240356,0.148071,0.81311,0.509155,1.173584
LA,1782148494.7361217,34176578,-0.125,0.011719,0.121094,,,,,
RV,1782148494.74207,34181578,,,,-0.240784,0.148315,0.813049,0.508911,1.173584
LA,1782148494.7441714,34181578,0.0,-0.027344,0.121094,,,,,
RV,1782148494.74966,34186278,,,,-0.241089,0.148499,0.812988,0.508728,1.173584
LA,1782148494.7524936,34186278,0.121094,-0.027344,0.050781,,,,,
RV,1782148494.7580466,34191578,,,,-0.241455,0.148682,0.812988,0.508606,1.173584
LA,1782148494.7632644,34191578,0.167969,0.046875,0.050781,,,,,
RV,1782148494.7660172,34196578,,,,-0.241821,0.148865,0.812927,0.508423,1.173584
LA,1782148494.769147,34196578,0.207031,0.085938,0.058594,,,,,
RV,1782148494.861249,34369137,,,,-0.275818,0.167725,0.805725,0.496582,1.173584
RV,1782148494.9600809,34417123,,,,-0.284851,0.174744,0.802979,0.49353,1.173828
LA,1782148494.9652414,34417123,0.316406,0.046875,-0.113281,,,,,
RV,1782148494.968099,34422123,,,,-0.284973,0.174561,0.802917,0.493591,1.173828
LA,1782148494.9737263,34422123,0.277344,0.054688,-0.074219,,,,,
RV,1782148494.979196,34426823,,,,-0.285217,0.174438,0.802856,0.493652,1.173828
LA,1782148494.9820194,34426823,0.167969,0.023438,-0.113281,,,,,
RV,1782148494.9875636,34432223,,,,-0.285583,0.174438,0.802673,0.493652,1.173828
LA,1782148494.9902973,34432223,0.09375,-0.011719,-0.144531,,,,,
RV,1782148494.9959342,34437123,,,,-0.285889,0.1745,0.802551,0.493713,1.173828
LA,1782148494.9987147,34437123,0.023438,0.070312,-0.257812,,,,,
RV,1782148495.0042346,34442223,,,,-0.286194,0.174438,0.802429,0.493713,1.173828
LA,1782148495.0073395,34442223,-0.015625,0.03125,-0.402344,,,,,
RV,1782148495.013778,34446723,,,,-0.286377,0.174377,0.802368,0.493774,1.173828
LA,1782148495.0154743,34446723,-0.050781,0.003906,-0.402344,,,,,
RV,1782148495.021104,34452123,,,,-0.286499,0.174133,0.802368,0.493774,1.173828
RV,1782148495.1126304,34621307,,,,-0.279907,0.164001,0.80365,0.498901,1.174072
RV,1782148495.2111683,34661735,,,,-0.272034,0.161682,0.805298,0.501282,1.174072
LA,1782148495.2165852,34661735,0.101562,0.050781,-0.292969,,,,,
RV,1782148495.219446,34666635,,,,-0.271606,0.161621,0.80542,0.501343,1.174072
LA,1782148495.225638,34666635,0.09375,0.042969,-0.414062,,,,,
RV,1782148495.2306616,34672035,,,,-0.271179,0.161682,0.805542,0.501404,1.174072
LA,1782148495.2332788,34672035,0.085938,0.082031,-0.414062,,,,,
RV,1782148495.2388682,34677035,,,,-0.270752,0.161682,0.805664,0.501404,1.174072
LA,1782148495.241641,34677035,0.125,0.074219,-0.421875,,,,,
RV,1782148495.247278,34681835,,,,-0.270264,0.161743,0.805847,0.501465,1.174072
LA,1782148495.2503624,34681835,0.347656,0.101562,-0.652344,,,,,
RV,1782148495.255717,34686935,,,,-0.269714,0.161743,0.805969,0.501465,1.174072
LA,1782148495.2583659,34686935,0.414062,0.09375,-0.8125,,,,,
RV,1782148495.2639108,34692135,,,,-0.269104,0.161682,0.806213,0.501526,1.174072
LA,1782148495.2667542,34692135,0.445312,0.09375,-0.820312,,,,,
RV,1782148495.286756,34697035,,,,-0.268494,0.16156,0.806396,0.501526,1.174072
RV,1782148495.364171,34871544,,,,-0.264648,0.153748,0.8078,0.503723,1.174316
RV,1782148495.4619458,34916901,,,,-0.252808,0.146606,0.81012,0.508179,1.174316
LA,1782148495.4674363,34916901,-0.226562,0.152344,-0.214844,,,,,
RV,1782148495.470257,34921401,,,,-0.252258,0.146301,0.810303,0.508301,1.174316
LA,1782148495.4757478,34921401,-0.203125,0.152344,-0.214844,,,,,
RV,1782148495.4812455,34926601,,,,-0.251709,0.145935,0.810425,0.508423,1.174316
LA,1782148495.4840438,34926601,-0.175781,0.152344,-0.222656,,,,,
RV,1782148495.4895663,34931801,,,,-0.25116,0.145508,0.810608,0.508545,1.174316
LA,1782148495.4924443,34931801,-0.191406,0.152344,-0.230469,,,,,
RV,1782148495.4979308,34936901,,,,-0.250671,0.14502,0.810791,0.508667,1.174316
LA,1782148495.5006833,34936901,-0.160156,0.082031,-0.046875,,,,,
RV,1782148495.5063357,34942101,,,,-0.250183,0.14447,0.810974,0.508789,1.174316
LA,1782148495.5091991,34942101,-0.175781,0.011719,0.0625,,,,,
RV,1782148495.514666,34946701,,,,-0.249756,0.143921,0.811096,0.508911,1.174561
LA,1782148495.5201674,34946701,-0.105469,0.011719,0.128906,,,,,
RV,1782148495.5229323,34951801,,,,-0.24939,0.143372,0.811279,0.508972,1.174561
RV,1782148495.6152825,35121787,,,,-0.235901,0.135071,0.813843,0.513611,1.174561
RV,1782148495.7132432,35166497,,,,-0.220276,0.126953,0.81604,0.519043,1.174805
LA,1782148495.7187152,35166497,-0.078125,-0.0625,-0.222656,,,,,
RV,1782148495.724221,35171797,,,,-0.219421,0.126343,0.816162,0.519409,1.174805
LA,1782148495.727176,35171797,-0.101562,-0.054688,-0.121094,,,,,
RV,1782148495.732636,35176497,,,,-0.21875,0.125854,0.816223,0.519653,1.174805
LA,1782148495.7354643,35176497,-0.15625,-0.054688,-0.089844,,,,,
RV,1782148495.7409372,35181897,,,,-0.218201,0.125488,0.816284,0.519897,1.174805
LA,1782148495.7438655,35181897,-0.203125,-0.054688,-0.097656,,,,,
RV,1782148495.7493591,35186397,,,,-0.217896,0.125244,0.816284,0.520081,1.174805
LA,1782148495.752191,35186397,-0.25,-0.015625,-0.136719,,,,,
RV,1782148495.7576249,35191897,,,,-0.217651,0.125,0.816345,0.520203,1.174805
LA,1782148495.763186,35191897,-0.292969,-0.054688,-0.144531,,,,,
RV,1782148495.7660418,35196397,,,,-0.21759,0.124939,0.816345,0.520264,1.174805
LA,1782148495.7715662,35196397,-0.179688,-0.054688,0.007812,,,,,
RV,1782148495.7752554,35201797,,,,-0.217651,0.124817,0.816345,0.520264,1.174805
RV,1782148495.866967,35372434,,,,-0.210693,0.122742,0.817444,0.521851,1.174805
RV,1782148495.9655147,35417600,,,,-0.177246,0.099304,0.819275,0.536133,1.175049
LA,1782148495.9712267,35417600,-0.917969,0.160156,-0.097656,,,,,
RV,1782148495.9738634,35422300,,,,-0.176941,0.098999,0.819336,0.536255,1.175049
LA,1782148495.9793828,35422300,-0.769531,0.160156,-0.105469,,,,,
RV,1782148495.984912,35427300,,,,-0.176636,0.098633,0.819397,0.536316,1.175049
LA,1782148495.987697,35427300,-0.625,0.121094,-0.03125,,,,,
RV,1782148495.9932892,35432300,,,,-0.176392,0.098206,0.819519,0.536316,1.175049
LA,1782148495.9960837,35432300,-0.175781,0.128906,-0.070312,,,,,
RV,1782148496.001583,35437600,,,,-0.176147,0.097778,0.81958,0.536377,1.175049
LA,1782148496.00451,35437600,-0.066406,0.089844,0.039062,,,,,
RV,1782148496.010212,35442300,,,,-0.175964,0.097412,0.819641,0.536377,1.175049
LA,1782148496.0128264,35442300,0.078125,0.097656,0.230469,,,,,
RV,1782148496.018339,35447300,,,,-0.175903,0.097046,0.819702,0.536377,1.175049
LA,1782148496.0210884,35447300,0.117188,0.0625,0.335938,,,,,
RV,1782148496.0263503,35452000,,,,-0.175903,0.096802,0.819702,0.536438,1.175049
RV,1782148496.1182628,35626334,,,,-0.166077,0.094788,0.820312,0.539001,1.175293
RV,1782148496.2181444,35667175,,,,-0.149414,0.088013,0.820679,0.544495,1.175293
LA,1782148496.2227576,35667175,-0.191406,-0.039062,-0.511719,,,,,
RV,1782148496.2284503,35672375,,,,-0.148438,0.087891,0.820679,0.544678,1.175293
LA,1782148496.2311852,35672375,-0.015625,-0.046875,-0.59375,,,,,
RV,1782148496.23809,35677675,,,,-0.147583,0.08783,0.82074,0.544922,1.175293
LA,1782148496.240107,35677675,0.046875,0.019531,-0.710938,,,,,
RV,1782148496.245626,35682575,,,,-0.146912,0.087708,0.82074,0.545044,1.175293
LA,1782148496.2486527,35682575,0.074219,0.011719,-0.753906,,,,,
RV,1782148496.2532098,35687475,,,,-0.146301,0.087646,0.820801,0.545166,1.175293
LA,1782148496.256262,35687475,0.105469,0.089844,-0.792969,,,,,
RV,1782148496.261828,35692175,,,,-0.145752,0.087524,0.820801,0.545288,1.175293
LA,1782148496.2642944,35692175,0.207031,0.15625,-0.878906,,,,,
RV,1782148496.270371,35697675,,,,-0.145264,0.08728,0.820801,0.545471,1.175293
LA,1782148496.2730892,35697675,0.199219,0.121094,-0.839844,,,,,
RV,1782148496.278157,35702675,,,,-0.144836,0.087036,0.820801,0.545593,1.175537
RV,1782148496.3707776,35876948,,,,-0.140686,0.080078,0.820923,0.547668,1.175537
LA,1782148496.4693072,35916228,0.171875,-0.085938,0.039062,,,,,
RV,1782148496.473907,35921628,,,,-0.135254,0.079346,0.821045,0.548889,1.175781
LA,1782148496.4763193,35921628,0.191406,-0.117188,0.03125,,,,,
RV,1782148496.4821143,35926228,,,,-0.134521,0.078796,0.821106,0.549011,1.175781
LA,1782148496.4875429,35926228,0.175781,-0.078125,0.070312,,,,,
RV,1782148496.4907475,35931828,,,,-0.133545,0.078064,0.821228,0.549255,1.175781
LA,1782148496.4932272,35931828,0.269531,-0.078125,0.101562,,,,,
RV,1782148496.4996693,35936628,,,,-0.132629,0.077393,0.821289,0.549438,1.175781
LA,1782148496.5017676,35936628,0.332031,-0.15625,0.015625,,,,,
RV,1782148496.507227,35941728,,,,-0.131653,0.076721,0.821411,0.549622,1.175781
LA,1782148496.5098698,35941728,0.308594,-0.195312,0.085938,,,,,
RV,1782148496.5154114,35946428,,,,-0.130798,0.07605,0.821472,0.549866,1.175781
LA,1782148496.5210147,35946428,0.320312,-0.117188,0.230469,,,,,
RV,1782148496.5238273,35951728,,,,-0.129944,0.075439,0.821472,0.550049,1.175781
LA,1782148496.5269554,35951728,0.296875,-0.109375,0.230469,,,,,
RV,1782148496.622252,36124743,,,,-0.125793,0.074768,0.820984,0.55188,1.175781
RV,1782148496.7186637,36172728,,,,-0.130371,0.078064,0.820984,0.550354,1.176025
LA,1782148496.723728,36172728,0.136719,-0.070312,0.085938,,,,,
RV,1782148496.7260349,36177728,,,,-0.130371,0.078125,0.820984,0.550354,1.176025
LA,1782148496.7314703,36177728,0.097656,-0.035156,0.117188,,,,,
RV,1782148496.7374146,36182628,,,,-0.130371,0.078186,0.820923,0.550415,1.176025
LA,1782148496.7403355,36182628,0.097656,-0.035156,0.039062,,,,,
RV,1782148496.7455087,36187228,,,,-0.130371,0.078247,0.820923,0.550415,1.176025
LA,1782148496.748196,36187228,0.097656,-0.070312,0.0,,,,,
RV,1782148496.7539322,36192628,,,,-0.13031,0.078308,0.820862,0.550476,1.176025
LA,1782148496.7568386,36192628,0.023438,0.003906,-0.074219,,,,,
RV,1782148496.7626522,36197728,,,,-0.130249,0.078369,0.820862,0.550537,1.176025
LA,1782148496.7665427,36197728,0.023438,-0.003906,-0.074219,,,,,
RV,1782148496.7725642,36202728,,,,-0.130188,0.078369,0.820862,0.550537,1.176025
LA,1782148496.7739627,36202728,-0.015625,-0.078125,-0.152344,,,,,
RV,1782148496.7793581,36207228,,,,-0.130127,0.078308,0.820862,0.550537,1.176025
RV,1782148496.8716745,36377187,,,,-0.118286,0.067017,0.821167,0.55426,1.17627
LA,1782148496.9691868,36416752,0.109375,0.019531,0.238281,,,,,
RV,1782148496.974577,36422052,,,,-0.1203,0.068542,0.820862,0.554077,1.17627
LA,1782148496.9771984,36422052,-0.003906,0.019531,0.238281,,,,,
RV,1782148496.9828598,36426652,,,,-0.120361,0.068604,0.820801,0.554138,1.17627
LA,1782148496.985413,36426652,-0.082031,0.058594,0.238281,,,,,
RV,1782148496.9912071,36432152,,,,-0.120361,0.068665,0.82074,0.554199,1.17627
LA,1782148496.9939187,36432152,-0.152344,0.097656,0.199219,,,,,
RV,1782148496.9993675,36437152,,,,-0.1203,0.068787,0.82074,0.55426,1.17627
LA,1782148497.0023222,36437152,-0.1875,0.097656,0.199219,,,,,
RV,1782148497.007943,36441952,,,,-0.120178,0.068848,0.820679,0.554321,1.17627
LA,1782148497.0105426,36441952,-0.226562,0.058594,0.046875,,,,,
RV,1782148497.0159352,36447052,,,,-0.120117,0.068909,0.820679,0.554382,1.17627
